Provider_Number,Network,Facility_Name,Five_Star_Date,Five_Star,Five_Star_Data_Availability_Code,Address_Line_1,Address_Line_2,City,State,Zip,County,Profit_or_NonProfit,Chain_Owned,Chain_Organization,#_of_Dialysis_Stations,Offers_in-center_hemodialysis,Offers_peritoneal_dialysis,Offers_home_hemodialysis_training,Patient_Transfusion_category_text,Number_of_patients_included_in_the_transfusion_summary,Number_of_patients_in_hypercalcemia_summary,Number_of_patient-months_in_hypercalcemia_summary,Number_of_patients_in_Serum_phosphorus_summary,Number_of_patient-months_in_Serum_phosphorus_summary_,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,patients_included_hospitalization_summary,hospitalizations_in_hospital_readmission_summary,Number_of_Patients_included_in_survival_summary,Mortality_Rate_(Facility),Readmission_Rate_(Facility),Hospitalization_Rate_(Facility),Patient_Infection_category_text,Transfusion_Rate_(Facility),Fistula_Category_Text,Number_of_Patients_included_in_fistula_summary,Fistula_Rate_(Facility),Number_of_patients_in_long_term_catheter_summary,Number_of_patient_months_in_long_term_catheter_summary,Number_of_patients_in_nPCR_summary,Number_of_patient-months_in_nPCR_summary,SWR_category_text,Number_of_patients_in_this_facility_for_SWR,PPPW_category_text,Number_of_patients_for_PPPW
422603,6,FRESENIUS MEDICAL CARE OF BATESBURG LEESVILLE,01/01/2016-12/31/2019,3,1,303 VILLAGE SQUARE DRIVE,,LEESVILLE,SC,29070,LEXINGTON,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,0,0,Worse than Expected,61,73,704,78,723,As Expected,As Expected,As Expected,68,77,271,22.4,31.9,178.6,As Expected,49.5,As Expected,79,51.8,79,740,0,,As Expected,45,As Expected,70
422604,6,"USRC SOUTH AIKEN, LLC",01/01/2016-12/31/2019,3,1,169 CREPE MYRTLE DR,,AIKEN,SC,29803,AIKEN,Profit,Yes,"US RENAL CARE, INC.",18,1,1,1,Worse than Expected,66,91,836,107,902,As Expected,As Expected,Worse than Expected,77,113,297,31.7,32,232.9,As Expected,48.5,As Expected,108,56.1,108,894,0,,As Expected,40,As Expected,78
422605,6,FRESENIUS MEDICAL CARE OF LUGOFF ELGIN,01/01/2016-12/31/2019,5,1,909 CAROLINA DRIVE,,LUGOFF,SC,29078,KERSHAW,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,0,0,As Expected,51,73,624,80,667,As Expected,As Expected,As Expected,56,37,197,20.5,23.9,137.9,As Expected,9.9,As Expected,81,52.5,81,668,0,,Not Available,19,As Expected,70
422606,6,HOLLYWOOD RAVENEL DIALYSIS CLINC,01/01/2016-12/31/2019,3,1,5953 JACOBS POINT BLVD,,RAVENEL,SC,29470,CHARLESTON,Profit,Yes,FRESENIUS MEDICAL CARE,16,1,1,1,As Expected,48,66,652,66,644,As Expected,As Expected,As Expected,56,57,225,25.5,28.7,182.1,As Expected,10.2,As Expected,68,49.5,68,672,0,,As Expected,24,As Expected,51
392882,4,"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",01/01/2016-12/31/2019,5,1,309 LAIRD STREET,,WILKES BARRE,PA,18702,,Profit,Yes,FRESENIUS MEDICAL CARE,4,1,0,1,Not Available,16,28,132,37,150,As Expected,Better than Expected,Not Available,20,14,20,,0,136.5,Not Available,,Better than Expected,14,90.1,14,60,0,,Not Available,0,As Expected,42
392883,4,DAVITA ROOSEVELT AVENUE DIALYSIS,01/01/2016-12/31/2019,,260,"1695 ROOSEVELT AVE., SUITE A",,YORK,PA,17408,,Profit,Yes,DAVITA,12,1,0,0,Not Available,6,11,62,11,54,Not Available,Not Available,Not Available,11,6,11,,,,Not Available,,As Expected,11,53.3,11,62,0,,Not Available,0,Not Available,9
392884,4,FRESENIUS KIDNEY CARE - SCHNECKSVILLE,01/01/2016-12/31/2019,4,1,4909 ROUTE 873,,SCHNECKSVILLE,PA,18078,,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,0,0,Not Available,4,11,70,11,63,Not Available,As Expected,Not Available,9,12,9,,27.7,,Not Available,,As Expected,11,45.8,11,67,0,,Not Available,0,Not Available,6
392885,4,DIALYSIS CARE CENTER - CHAMBERSBURG LLC,01/01/2016-12/31/2019,3,1,"20 PARKWOOD DRIVE, SUITE 1",,CHAMBERSBURG,PA,17201,,Profit,No,INDEPENDENT,14,1,1,0,Not Available,17,25,143,24,125,As Expected,As Expected,Not Available,18,14,18,,13.8,167.4,Not Available,,As Expected,24,51.1,24,127,0,,Not Available,0,As Expected,25
392886,4,DAVITA AVONWORTH DIALYSIS,01/01/2016-12/31/2019,,260,259 MT. NEBO POINTE ROAD,,PITTSBURGH,PA,15237,,Profit,Yes,DAVITA,9,1,0,0,Not Available,1,3,18,5,19,Not Available,Not Available,Not Available,2,3,2,,,,Not Available,,Not Available,5,,5,19,0,,Not Available,0,Not Available,6
422517,6,FRESENIUS MEDICAL CARE LEXINGTON,01/01/2016-12/31/2019,3,1,131 WHISPERING WINDS DR,,LEXINGTON,SC,29072,LEXINGTON,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,0,1,As Expected,60,90,799,95,815,As Expected,As Expected,As Expected,68,57,334,25.9,24.4,149.8,Better than Expected,29,As Expected,95,51.5,95,803,0,,As Expected,46,As Expected,84
422650,6,"FRESENIUS MEDICAL CARE CNA KIDNEY CENTERS, LLC",01/01/2016-12/31/2019,3,1,653 W. WESMARK BOULEVARD,,SUMTER,SC,29150,SUMTER,Profit,Yes,FRESENIUS MEDICAL CARE,6,1,1,1,Worse than Expected,41,55,427,57,449,As Expected,As Expected,As Expected,46,26,169,28.9,27,167.4,Not Available,60.1,As Expected,22,55.9,22,164,0,,Not Available,14,As Expected,52
422651,6,"FRESENIUS MEDICAL CARE CNA KIDNEY CENTERS, LLC",01/01/2016-12/31/2019,4,1,140 HIGHLAND CENTER DRIVE,,COLUMBIA,SC,29203,RICHLAND,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,0,0,As Expected,68,103,993,106,1003,As Expected,As Expected,As Expected,84,70,314,22.9,24.9,149.2,As Expected,26.3,As Expected,106,62.9,106,1007,0,,Worse than Expected,45,As Expected,94
502594,16,NKC FEDERAL WAY WEST CAMPUS,01/01/2016-12/31/2019,3,1,"501 SOUTH 336TH ST., SUITE 110",,FEDERAL WAY,WA,98003,,Non-Profit,Yes,NORTHWEST KIDNEY CENTERS,7,1,1,1,Not Available,12,18,114,24,136,Not Available,As Expected,Not Available,15,16,16,,23.9,,Not Available,,As Expected,25,64.5,25,139,0,,Not Available,2,As Expected,27
502595,16,DAVITA LYNNWOOD DIALYSIS,01/01/2016-12/31/2019,,260,13619 MUKILTEO SPEEDWAY STE D-1,,LYNNWOOD,WA,98037,,Profit,Yes,DAVITA,3,1,0,0,Not Available,5,5,53,5,55,Not Available,Not Available,Not Available,6,8,7,,,,Not Available,,Not Available,5,,5,56,0,,Not Available,0,Not Available,5
502596,16,DAVITA WAPATO DIALYSIS,01/01/2016-12/31/2019,5,1,502 WEST 1ST STREET,,WAPATO,WA,98951,,Profit,Yes,DAVITA,6,1,1,0,Not Available,12,28,220,30,247,As Expected,Better than Expected,Not Available,13,17,13,,0,136.2,As Expected,,As Expected,24,71.6,24,216,0,,Not Available,0,Worse than Expected,23
502597,16,NKC FIFE KIDNEY CENTER,01/01/2016-12/31/2019,,260,"6021 12TH STREET E, SUITE 110",,FIFE,WA,98424,,Non-Profit,Yes,NORTHWEST KIDNEY CENTERS,10,1,1,0,Not Available,9,22,108,24,136,Not Available,Not Available,Not Available,12,6,12,,,,Not Available,,As Expected,21,62.2,21,119,0,,Not Available,0,As Expected,24
392841,4,"HOME DIALYSIS SERVICES HERSHEY, LLC",01/01/2016-12/31/2019,1,1,"555 E. CHOCOLATE AVE., SUITE 102",,HERSHEY,PA,17033,DAUPHIN,Profit,Yes,HOME DIALYSIS SERVICES,5,1,1,1,Not Available,27,45,320,49,325,As Expected,Worse than Expected,Worse than Expected,32,38,85,45.3,49.1,288.2,As Expected,,As Expected,38,42.5,38,245,0,,As Expected,30,As Expected,50
392842,4,"LDHB MIDDLETOWN, LLC",01/01/2016-12/31/2019,3,1,"1050 KREIDER DR., SUITE 100",,MIDDLETOWN,PA,17057,HILLSBOROUGH,Non-Profit,Yes,FRESENIUS MEDICAL CARE,15,1,0,0,As Expected,21,39,344,40,351,As Expected,As Expected,As Expected,26,24,72,15.7,10,128.7,As Expected,7.8,As Expected,32,37,32,237,0,,Not Available,13,As Expected,29
392843,4,"BIO MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",01/01/2016-12/31/2019,5,1,603 WILLIAM STREET,,TOWANDA,PA,18848,BRADFORD,Non-Profit,Yes,FRESENIUS MEDICAL CARE,9,1,1,0,Not Available,14,28,223,31,241,As Expected,As Expected,As Expected,21,21,75,13,43.7,168.4,As Expected,,As Expected,30,73.9,30,238,0,,Not Available,5,As Expected,22
392844,4,"BIO MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",01/01/2016-12/31/2019,2,1,"1 GUTHRIE SQUARE, 8TH FLOOR",,SAYRE,PA,18840,BRADFORD,Non-Profit,Yes,FRESENIUS MEDICAL CARE,14,1,1,1,Worse than Expected,75,111,963,117,1004,As Expected,As Expected,As Expected,96,109,340,26.1,34,253.9,Better than Expected,65.9,As Expected,78,54.9,78,653,0,,As Expected,56,As Expected,99
402546,3,FKC NARANJITO,01/01/2016-12/31/2019,2,1,ROAD 174 KM 6.9,,NARANJITO,PR,719,NARANJITO,Profit,Yes,FRESENIUS MEDICAL CARE,24,1,0,0,Worse than Expected,61,120,1138,126,1200,As Expected,As Expected,Worse than Expected,66,91,229,35.4,36,283.1,As Expected,80.8,Worse than Expected,127,45.3,127,1211,0,,As Expected,29,As Expected,104
422607,6,"NORTH AUGUSTA DIALYSIS CENTER, LLC",01/01/2016-12/31/2019,3,1,10263 ATOMIC ROAD,,NORTH AUGUSTA,SC,29841,AIKEN,Profit,Yes,AMERICAN RENAL ASSOCIATES,21,1,1,1,As Expected,74,105,868,109,822,As Expected,As Expected,As Expected,84,93,363,20.2,29.3,212.8,Better than Expected,32.8,Worse than Expected,106,44.2,106,899,0,,As Expected,45,As Expected,91
422608,6,CAROLINA DIALYSIS LLC,01/01/2016-12/31/2019,3,1,115 INTERSTATE PARK,,SPARTANBURG,SC,29303,SPARTANBURG,Profit,Yes,AMERICAN RENAL ASSOCIATES,20,1,1,1,Worse than Expected,33,97,886,99,925,As Expected,As Expected,As Expected,71,82,234,20.8,19,180,As Expected,82.4,As Expected,76,55.8,76,704,0,,As Expected,27,As Expected,79
433514,11,AVERA DIALYSIS MILBANK,01/01/2016-12/31/2019,,260,301 FLYNN DR STE 4,,MILBANK,SD,57252,GRANT,Non-Profit,No,INDEPENDENT,4,1,0,0,Not Available,8,11,82,12,97,Not Available,Not Available,Not Available,8,4,16,,,,Not Available,,As Expected,13,74.9,13,98,0,,Not Available,3,Not Available,8
442307,8,LEBONHEUR CHILDRENS HOSP DIALYSIS,01/01/2016-12/31/2019,,260,50 N DUNLAP--DIALYSIS UNIT 2ND FLOOR,,MEMPHIS,TN,38103,SHELBY,Non-Profit,No,INDEPENDENT,7,1,1,0,Not Available,4,6,58,6,35,Not Available,Not Available,Not Available,14,7,34,,,,Not Available,,Not Available,5,,5,44,11,75,As Expected,13,As Expected,24
442501,8,FMC JOHNSON CITY,01/01/2016-12/31/2019,3,1,100 TECHNOLOGY LANE,,JOHNSON CITY,TN,37604,WASHINGTON,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,1,1,As Expected,71,116,891,123,948,Worse than Expected,As Expected,As Expected,85,116,282,19.8,26.4,286.8,As Expected,31,As Expected,98,62.9,98,750,0,,As Expected,39,As Expected,83
422518,6,BMA OF CHESTER INC,01/01/2016-12/31/2019,4,1,501 HEALTHWAY DRIVE,,CHESTER,SC,29706,CHESTER,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,0,0,As Expected,55,71,719,76,743,As Expected,As Expected,As Expected,60,57,232,20.4,19.6,160.7,As Expected,15.5,As Expected,76,57.4,76,748,0,,Not Available,16,As Expected,63
422519,6,FMC OF GEORGETOWN INC,01/01/2016-12/31/2019,3,1,1120 N FRASER STREET,,GEORGETOWN,SC,29440,GEORGETOWN,Profit,Yes,FRESENIUS MEDICAL CARE,20,1,1,1,Worse than Expected,71,94,841,102,846,As Expected,As Expected,As Expected,80,84,336,25.8,39.2,203.1,As Expected,68.5,As Expected,89,67.5,89,793,0,,As Expected,30,As Expected,86
422520,6,FRESENIUS MEDICAL CARE BENNETTSVILLE,01/01/2016-12/31/2019,3,1,1104 FRANK W EVANS WAY,,BENNETTSVILLE,SC,29512,MARLBORO,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,1,1,As Expected,69,86,772,89,806,As Expected,As Expected,As Expected,73,79,313,29.1,25.9,211.5,As Expected,16.1,As Expected,91,51.1,91,811,0,,As Expected,32,As Expected,73
422521,6,FMC KINGSTREE DIALYSIS,01/01/2016-12/31/2019,3,1,215 N BROOKS STREET,,KINGSTREE,SC,29556,WILLIAMSBURG,Profit,Yes,FRESENIUS MEDICAL CARE,33,1,1,0,As Expected,87,105,1010,113,1051,As Expected,As Expected,Worse than Expected,94,90,374,30.2,30.4,172.7,As Expected,9.9,Worse than Expected,113,36.3,113,1050,0,,As Expected,37,As Expected,100
422522,6,DCI EAST SPARTANBURG,01/01/2016-12/31/2019,4,1,155 DILLON DRIVE,,SPARTANBURG,SC,29307,SPARTANBURG,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",35,1,1,1,As Expected,95,136,1032,143,1072,As Expected,As Expected,As Expected,117,118,560,22.5,33.7,178.2,Not Available,24,As Expected,85,64.2,85,576,0,,As Expected,39,As Expected,128
502598,16,"RENAL CARE GROUP NORTHWEST, INC.",01/01/2016-12/31/2019,3,1,208 HOSPITAL PKWY STE A,,MOUNT VERNON,WA,98273,,Profit,Yes,FRESENIUS MEDICAL CARE,27,1,1,1,As Expected,91,125,1017,132,936,As Expected,Worse than Expected,As Expected,105,146,105,22.6,37,201.4,Better than Expected,23.7,As Expected,120,57.3,120,933,0,,Not Available,0,As Expected,90
502599,16,"FRESENIUS KIDNEY CARE LONGVIEW, LLC",01/01/2016-12/31/2019,3,1,600 BROADWAY ST,,LONGVIEW,WA,98632,,Profit,Yes,FRESENIUS MEDICAL CARE,22,1,1,0,Not Available,49,149,307,156,294,Not Available,As Expected,Not Available,74,32,74,,42.8,,Not Available,,As Expected,125,64.9,125,245,0,,Not Available,0,As Expected,121
522533,11,DAVITA FORT ATKINSON DIALYSIS,01/01/2016-12/31/2019,4,1,525 HANDEYSIDE LANE,,FORT ATKINSON,WI,53538,JEFFERSON,Profit,Yes,DAVITA,15,1,0,0,As Expected,37,46,435,48,466,As Expected,As Expected,As Expected,40,53,168,15.4,30.9,165.2,As Expected,17.4,As Expected,48,67.3,48,460,0,,Not Available,9,As Expected,32
522534,11,TRI STATE DIALYSIS - PLATTEVILLE,01/01/2016-12/31/2019,5,1,"1250 E BUSINESS HIGHWAY 151, SUITE B",,PLATTEVILLE,WI,53818,GRANT,Profit,No,INDEPENDENT,12,1,0,0,As Expected,20,25,218,28,228,As Expected,As Expected,As Expected,23,15,121,18.2,7.1,94.8,As Expected,22.8,As Expected,27,80.4,27,221,0,,Not Available,7,As Expected,16
522535,11,DAVITA SPRING CITY DIALYSIS,01/01/2016-12/31/2019,5,1,1260 SENTRY DR,,WAUKESHA,WI,53186,WAUKESHA,Profit,Yes,DAVITA,12,1,0,0,As Expected,26,36,308,39,326,As Expected,As Expected,As Expected,33,23,161,20.1,33.6,163.4,As Expected,0,As Expected,41,71.3,41,329,0,,Not Available,19,As Expected,34
402547,3,ATLANTIS RENAL CENTRE OF JUNCOS,01/01/2016-12/31/2019,1,1,BO CEIBA NORTE,CARR 31 KM 24 JUNCOS PLAZA,JUNCOS,PR,777,JUNCOS,Profit,Yes,ATLANTIS HEALTHCARE GROUP,21,1,0,0,Worse than Expected,67,110,1015,117,1100,Worse than Expected,As Expected,Worse than Expected,70,90,211,40.1,35.3,343.7,Better than Expected,53.8,Worse than Expected,117,32.5,117,1112,0,,Worse than Expected,73,As Expected,94
402548,3,ATLANTIS RENAL CENTRE OF DORADO,01/01/2016-12/31/2019,2,1,PASEO DEL PLATA SHOPPING VILLAGE,AVENUE JOSE EFRON,DORADO,PR,646,DORADO,Profit,Yes,ATLANTIS HEALTHCARE GROUP,28,1,0,0,Worse than Expected,57,102,960,108,1010,Worse than Expected,As Expected,Worse than Expected,64,101,283,39.3,30.4,323.5,Better than Expected,67.8,As Expected,108,52.3,108,1016,0,,As Expected,72,As Expected,84
402549,3,FRESENIUS MEDICAL CARE CAYEY,01/01/2016-12/31/2019,3,1,P.O. BOX 371057,,CAYEY,PR,737,CAYEY,Profit,Yes,FRESENIUS MEDICAL CARE,28,1,1,0,Worse than Expected,127,221,2076,229,2153,As Expected,As Expected,Worse than Expected,136,150,554,34.9,32,244,Better than Expected,39.5,Better than Expected,207,74.1,207,1933,0,,As Expected,105,Worse than Expected,193
402550,3,FMC VEGA ALTA,01/01/2016-12/31/2019,3,1,1 CALLE LOTE 2 PARQUE INDUSTRIAL DE VEGA ALTA,BO ESPINOSA,VEGA ALTA,PR,692,VEGA ALTA,Profit,Yes,FRESENIUS MEDICAL CARE,27,1,1,0,As Expected,81,150,1480,155,1552,As Expected,As Expected,As Expected,92,117,327,29.9,35.2,263.2,Better than Expected,41.4,As Expected,126,64.2,126,1277,0,,As Expected,65,As Expected,144
422582,6,FRESENIUS MEDICAL CARE IRMO,01/01/2016-12/31/2019,4,1,1012 LYKES LANE,,IRMO,SC,29063,RICHLAND,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,0,0,As Expected,69,90,890,93,915,As Expected,As Expected,As Expected,81,55,352,20,19.2,122,As Expected,42.4,As Expected,93,60.2,93,913,7,47,As Expected,42,As Expected,78
442502,8,DCI NASHVILLE,01/01/2016-12/31/2019,3,1,935 21ST AVENUE NORTH,,NASHVILLE,TN,37208,DAVIDSON,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",48,1,0,0,As Expected,64,92,854,93,882,As Expected,As Expected,As Expected,74,65,339,24.2,18.4,236.7,Better than Expected,11.1,As Expected,93,49.5,93,875,0,,As Expected,45,As Expected,94
442503,8,DCI KNOXVILLE,01/01/2016-12/31/2019,3,1,3734 MARTIN MILL PIKE,,KNOXVILLE,TN,37920,KNOX,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",48,1,1,1,As Expected,99,152,1377,161,1435,As Expected,As Expected,As Expected,125,145,556,21.2,31.8,178.8,As Expected,21.1,As Expected,123,55,123,1052,1,3,As Expected,72,As Expected,145
442504,8,DCI JACKSON,01/01/2016-12/31/2019,1,1,93 RIDGECREST RD,,JACKSON,TN,38305,MADISON,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",20,1,1,1,Worse than Expected,136,177,1677,192,1718,As Expected,As Expected,Worse than Expected,148,134,567,27.7,24.3,151.7,As Expected,54,As Expected,135,49.3,135,1236,0,,As Expected,99,As Expected,158
392863,4,"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC",01/01/2016-12/31/2019,5,1,1005 HARVARD AVENUE,,BETHLEHEM,PA,18015,NORTHAMPTON,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,0,0,As Expected,19,32,259,34,267,As Expected,As Expected,Better than Expected,23,32,47,2.6,28.1,170.8,As Expected,9.3,As Expected,34,64.1,34,270,0,,Not Available,0,As Expected,26
392864,4,DAVITA ROARING SPRING DIALYSIS,01/01/2016-12/31/2019,4,1,96 JUNE DRIVE,,ROARING SPRING,PA,16673,BLAIR,Profit,Yes,DAVITA,0,1,0,0,Worse than Expected,19,23,184,24,199,As Expected,As Expected,As Expected,19,39,28,12.2,34.9,286,As Expected,80.5,As Expected,23,76.5,23,199,0,,Not Available,3,As Expected,14
392865,4,DAVITA PAOLI PARK DIALYSIS,01/01/2016-12/31/2019,4,1,"4 INDUSTRIAL BOULEVARD, SUITE 155",,PAOLI,PA,19301,CHESTER,Profit,Yes,DAVITA,9,1,0,0,Not Available,13,17,121,17,131,As Expected,As Expected,As Expected,15,17,24,20.7,40.2,156,As Expected,,As Expected,18,58.3,18,133,0,,Not Available,2,Not Available,8
422627,6,FRESENIUS MEDICAL CARE COLUMBIA HOME,01/01/2016-12/31/2019,2,1,121 PARK CENTRAL DR,,COLUMBIA,SC,29203,RICHLAND,Profit,Yes,FRESENIUS MEDICAL CARE,2,0,1,1,Worse than Expected,92,125,820,133,841,As Expected,As Expected,As Expected,101,61,478,28.8,12.5,178.3,Not Available,61.8,As Expected,23,57.7,23,63,0,,As Expected,23,Better than Expected,128
422628,6,DAVITA ABBEVILLE DIALYSIS,01/01/2016-12/31/2019,4,1,904 W GREENWOOD ST,,ABBEVILLE,SC,29620,ABBEVILLE,Profit,Yes,DAVITA,10,1,1,0,As Expected,46,69,662,72,683,As Expected,As Expected,As Expected,56,46,222,25.8,33.2,178.9,As Expected,15.3,As Expected,60,54.8,60,543,0,,Not Available,21,As Expected,59
422629,6,NORTH MAIN KIDNEY CENTER,01/01/2016-12/31/2019,2,1,3900 NORTH MAIN STREET SUITE A,,COLUMBIA,SC,29203,RICHLAND,Profit,Yes,AMERICAN RENAL ASSOCIATES,21,1,1,1,Worse than Expected,33,81,797,81,739,As Expected,As Expected,As Expected,75,63,312,21.7,27.5,156.6,Better than Expected,71.7,Worse than Expected,73,33.4,73,705,0,,As Expected,37,As Expected,67
422630,6,FRESENIUS MEDICAL CARE CHARLESTON COUNTY,01/01/2016-12/31/2019,4,1,901 VON KOLNITZ RD,,MOUNT PLEASANT,SC,29464,CHARLESTON,Profit,Yes,FRESENIUS MEDICAL CARE,10,1,1,1,As Expected,31,42,386,44,393,As Expected,As Expected,As Expected,36,25,163,18.7,46.4,121.5,As Expected,5,As Expected,43,42.4,43,394,0,,Not Available,11,As Expected,43
422631,6,DSI HOME DIALYSIS PLEASANTBURG,01/01/2016-12/31/2019,,260,"110 CHALMERS ROAD, SUITE D",,GREENVILLE,SC,29605,GREENVILLE,Profit,Yes,"US RENAL CARE, INC.",3,0,1,1,As Expected,38,48,394,51,394,As Expected,As Expected,As Expected,43,33,204,20.7,17.4,193.5,Not Available,21.9,Not Available,0,,0,,0,,As Expected,28,As Expected,44
522536,11,DAVITA BLUEMOUND DIAYSIS PD,01/01/2016-12/31/2019,3,1,601 NORTH 99TH ST,SUITE 300,WAUWATOSA,WI,53226,MILWAUKEE,Profit,Yes,DAVITA,0,0,1,0,As Expected,76,97,759,100,799,As Expected,As Expected,As Expected,81,71,289,26.3,32.2,245.4,Not Available,36.6,Not Available,0,,0,,0,,As Expected,34,As Expected,79
522537,11,DAVITA LAKE GENEVA DIALYSIS,01/01/2016-12/31/2019,5,1,650 N EDWARDS BLVD,,LAKE GENEVA,WI,53147,WALWORTH,Profit,Yes,DAVITA,16,1,1,1,As Expected,56,84,717,89,755,As Expected,As Expected,As Expected,72,51,328,24.8,19.8,110,As Expected,9.1,As Expected,81,73.4,81,712,0,,Not Available,10,As Expected,57
522538,11,FMC DIALYSIS - SUPERIOR,01/01/2016-12/31/2019,5,1,3500 TOWER AVENUE,,SUPERIOR,WI,54880,DOUGLAS,Profit,Yes,FRESENIUS MEDICAL CARE,8,1,0,0,As Expected,27,39,362,40,369,As Expected,As Expected,As Expected,34,31,123,14.3,29.7,132.5,As Expected,5.6,As Expected,39,66.6,39,361,0,,Not Available,12,As Expected,23
533501,15,533501 EVANSTON REGIONAL HOSPITAL/DIALYSIS,01/01/2016-12/31/2019,5,1,112 YELLOWCREEK RD,,EVANSTON,WY,82930,UINTA,Profit,No,INDEPENDENT,6,1,0,0,Not Available,12,18,128,20,139,As Expected,Not Available,As Expected,15,8,55,28.8,,77.9,As Expected,,As Expected,20,65.9,20,140,0,,Not Available,4,As Expected,16
552501,18,ADVANCED DIALYSIS CENTER,01/01/2016-12/31/2019,3,1,3932 DOWNING AVENUE,,BALDWIN PARK,CA,91706,LOS ANGELES,Profit,No,INDEPENDENT,18,1,0,0,As Expected,66,87,826,96,854,As Expected,As Expected,As Expected,73,103,314,26.8,29.7,213.9,Not Available,29.9,As Expected,94,73.1,94,862,0,,Worse than Expected,42,As Expected,76
552502,18,FMC-RAI-EAST FIRST STREET-TUSTIN,01/01/2016-12/31/2019,3,1,535 E. FIRST STREET,,TUSTIN,CA,92780,ORANGE,Profit,Yes,FRESENIUS MEDICAL CARE,25,1,0,0,As Expected,32,70,566,75,589,As Expected,As Expected,As Expected,43,57,190,23.8,20.2,185.9,As Expected,45.3,As Expected,74,58.9,74,582,0,,Not Available,18,As Expected,51
422584,6,DSI POWDERHORN DIALYSIS,01/01/2016-12/31/2019,3,1,16 POWDERHORN ROAD,,SIMPSONVILLE,SC,29681,GREENVILLE,Profit,Yes,"US RENAL CARE, INC.",21,1,0,0,As Expected,69,91,870,92,855,As Expected,As Expected,As Expected,80,64,306,29.4,31.7,156.1,Better than Expected,9.9,As Expected,97,47.4,97,892,0,,As Expected,34,As Expected,81
422585,6,DAVITA NORTH CHARLESTON DIALYSIS,01/01/2016-12/31/2019,5,1,5900 RIVERS AVE STE E,,CHARLESTON,SC,29406,CHARLESTON,Profit,Yes,DAVITA,17,1,1,1,As Expected,60,85,768,91,792,As Expected,Better than Expected,As Expected,67,56,273,20.9,12.3,114.8,As Expected,7.6,As Expected,89,59.1,89,746,0,,As Expected,49,As Expected,92
422586,6,FMC DIALYSIS SERVICES OF HARTSVILLE,01/01/2016-12/31/2019,3,1,1308 SOUTH FOURTH STREET,,HARTSVILLE,SC,29550,DARLINGTON,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,0,0,As Expected,61,80,788,84,818,As Expected,As Expected,As Expected,70,90,350,24.9,36.8,220.6,As Expected,9.2,As Expected,84,58.9,84,817,0,,As Expected,53,As Expected,72
422587,6,COLUMBIA NORTHEAST KIDNEY CENTER,01/01/2016-12/31/2019,3,1,7499 PARKLAND ROAD,SUITE 136,COLUMBIA,SC,29203,RICHLAND,Profit,Yes,AMERICAN RENAL ASSOCIATES,20,1,0,0,Worse than Expected,31,121,1056,119,1086,As Expected,As Expected,As Expected,104,99,405,18.6,23.4,165.4,Better than Expected,66.6,As Expected,120,52,120,1081,0,,As Expected,32,As Expected,97
422589,6,FMC DIALYSIS SERVICES OF YORK COUNTY,01/01/2016-12/31/2019,4,1,1560 HEALTH CARE DRIVE,,ROCK HILL,SC,29732,YORK,Profit,Yes,FRESENIUS MEDICAL CARE,23,1,0,0,As Expected,79,100,1009,104,1033,As Expected,As Expected,As Expected,87,85,363,20.4,28.1,172.1,Better than Expected,32.6,As Expected,104,56.7,104,1049,0,,As Expected,48,As Expected,83
392866,4,"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",01/01/2016-12/31/2019,5,1,"325 W. FREEDOM AVENUE, SUITE 110",,BURNHAM,PA,17009,MIFFLIN,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,0,0,Not Available,8,16,140,16,144,As Expected,As Expected,As Expected,13,19,21,12.8,30.7,171,As Expected,,As Expected,16,82.8,16,145,0,,Not Available,1,Not Available,8
392867,4,DAVITA WISSAHICKON DIALYSIS,01/01/2016-12/31/2019,3,1,235 W. CHELTEN AVENUE,,PHILADELPHIA,PA,19144,PHILADELPHIA,Profit,Yes,DAVITA,26,1,1,1,As Expected,33,56,423,59,445,As Expected,As Expected,As Expected,38,44,57,31.2,31,195.6,As Expected,6,As Expected,60,63.5,60,466,0,,Not Available,3,As Expected,57
